key|S_Kr|S_Jp
1248|보통|均衡
1249|어려움|不利
1250|x{0}|x {0}
1251|{0}회 소탕|{0}回掃討
1252|전투 준비|戦闘準備
1253|{0}/{1} WAVE|{0}/{1} WAVE
1254|보스 이름|BOSS NAME
1255|보스 스테이지 정보|BOSS STAGE 詳細
1256|보스 부대 정보|BOSS 詳細
1257|총 전투력|総戦闘力
1258|지휘력|指揮力
1259|부대선택|部隊選択
1260|부대편집|部隊編集
1261|사용중|使用中
1262|ATK {0} UP|ATK{0}UP
1263|DEF {0} UP|DEF{0}UP
1264|HP {0} UP|HP{0}UP
1265|SKILL AUTO|SKILL AUTO
1266|작전을 수행할 부대를 선택해주세요!|作戦を遂行する部隊を選択してください！
1267|전투력 : {0}|戦闘力:{0}
1268|결투장 배치 중|アリーナ配置中
1269|점령전 파견 중|占領戦派遣中
1270|쟁탈전 파견 중|争奪戦派遣中
1271|발전소 파견 중|発電所派遣中
1272|보스 부대정보|BOSS 詳細
1273|전투 결과|戦闘結果
1274|기지 귀환|本部に帰還
1275|월드맵|ワールド\nマップ
1276|다음 작전지|次の作戦\nエリア
1277|획득한 전리품|獲得した戦利品
1278|GOLD|GOLD
1279|사령관EXP|司令官EXP
1280|다시하기|もう一度
1281|이전 작전지|以前の作戦エリア
1282|사관학교에서 파일럿을 훈련해보세요.|士官学校でパイロットを訓練してみましょう。
1283|유닛훈련소에서 유닛을 훈련해보세요.|ユニット訓練所でユニットを訓練してみましょう。
1284|소탕 완료|掃討完了
1285|제 {0}회 소탕결과 전리품|第{0}回掃討結果戦利品
1286|{0:N0}위 ({1}%)|{0:N0}位({1}%)
1287|기존점수:|既存スコア:
1288|획득점수:|獲得スコア:
1289|연승보너스({0}연승):|連勝ボーナス({0}連勝):
1290|현재점수:|現在のスコア:
1291|+ {0:N0}|+ {0:N0}
1292|- {0:N0}|- {0:N0}
1293|※ {0}연승 실패|※{0}連勝失敗
1294|무효화|無効化
1295|다이아 {0}개를 사용하면\n연승을 이어갈 수 있습니다.|ダイヤ{0}個を使用すると\n連勝を継続することができます。
1296|무효화 하시겠습니까?|無効化しますか？
1297|DELETE\nRECORD|DELETE\nRECORD
1298|RESULT|RESULT
1299|보스 전장으로 이동|巨大兵器戦に移動
1300|사령관Level{0} 필요|司令官Level{0}必要
1301|사령부Level{0} 필요|司令部Level{0}必要
1302|무효화|無効化
1303|안내|案内
1304|예|はい
1305|아니오|いいえ
1306|부대 편집|部隊編集
1307|적용|適用
1308|탑승|搭乗
1309|MAX|MAX
1310|알림|お知らせ
1311|전투 시작|戦闘開始
1312|판매|売却
1313|개당 획득|獲得
1314|수량|数量
1315|판매가 완료 되었습니다.|売却しました。
1316|보유 최대치가 넘어 획득 할 수 없습니다.|最大保有量を越えたため獲得できません。
1317|보유하고 있는 {0}이 없습니다.|保有している{0}が\nありません。
1318|지금까지 획득한 골드를 가지고\n전투를 종료하시겠습니까?|今まで獲得したゴールドで\n戦闘を終了しますか？
1319|획득한 전리품이 없습니다.|獲得した戦利品がありません。
1320|총 기동력|総機動力
1321|선공|先攻
1322|전체|全体
1323|공격형|攻撃型
1324|방어형|防御型
1325|지원형|支援型
1326|예비 부대|予備部隊
1327|연합 가입 후 사용 가능합니다.|連合に加入すると使用可能になります。
1328|연합에 파견된 용병이 없습니다.|連合に派遣された傭兵がいません。
1329|최대 5명까지 배치가 가능합니다.|最大5人まで配置可能です。
1330|파견된 용병이 없습니다.|派遣された傭兵がいません。
1331|배치된 파일럿이 5명 미만입니다.\n이대로 진행하시겠습니까?|配置されたパイロットが\n5人未満です。\nこのまま出撃しますか？
1332|전투에 참여할 파일럿을 먼저 배치해 주세요.|戦闘に参加するパイロットを先に配置してください。
1333|EXP+|EXP+
1334|추가 보상|追加報酬
1335|전투 종료|戦闘終了
1336|전투를 종료하고\n월드맵으로 이동하시겠습니까?|戦闘を終了して\nワールドマップに移動しますか？
1337|전투 종료 시 전리품 획득 불가|戦闘を終了すると戦利品が獲得できません。
1338|비밀기지로 이동하시면 현재 전투에서\n패배하게 됩니다.|秘密基地に移動すると現在の戦闘で\n敗北することになります。
1339|{0} 전용상점에서 구입 가능|{0}専用商店で購入可能
1340|잠김|ロック
1341|이벤트|イベント
1342|이벤트를 통해 획득 가능|イベントで獲得可能
1343|미션 및 업적으로 획득 가능|ミッションおよび実績で獲得可能
1344|보물 열기로 획득 가능|ガチャから獲得可能
1345|아직 오픈 되지 않은 전장입니다.|まだ開放されていないエリアです。
1346|해당 전장 내 일반 작전지에서 획득 가능|該当エリア内の一般作戦エリアから獲得可能
1347|파일럿 임명|パイロットスカウト
1348|구글 플레이|Google Play
1349|구글 로그인 후 확인 가능합니다.|グーグルログイン後に確認可能です。
1350|공|ATK
1351|방|DEF
1352|지|INT
1353|예비부대 이름|予備部隊名
1354|편집|EDIT
1355|전투를 종료하고\n{0}건물로 이동하시겠습니까?|戦闘を終了して\n{0}建物に移動しますか？
1356|전투 종료 시 현재 점수 반영|戦闘終了時、現在のスコアを反映
1357|부대이름 변경|部隊名変更
1358|아군 데미지|自軍ダメージ
1359|적군 데미지|敵軍ダメージ
1360|총 데미지|総ダメージ
1361|데미지|ダメージ
1362|구매가 취소되었습니다|購入をキャンセルしました。
1363|이미 고용|雇用済み
1364|LV 부족|レベル不足
1365|{0}님의 용병\n고용 비용: {1}골드|{0}様の傭兵\n雇用費用: {1}ゴールド
1366|동일한 파일럿은 배치할 수 없습니다.|同じパイロットは配置できません。
1367|레벨이 높아 고용할 수 없습니다.|雇用に必要なレベルが不足しています。
1368|이미 도움을 받은 사령관의 파일럿입니다.|既に救援を受けたパイロットです。
1369|{0}님의 {1}고용 시 비용|{0}の{1}雇用費
1370|{0}님의 다른 용병 고용 불가|その傭兵は雇用できません。
1371|고용|雇用
1372|고급 고용|精鋭雇用
1373|용병은 1명만 배치 가능합니다.|傭兵は1人まで配置可能です。
1374|KISS ME|KISS ME
1375|1초 이상 누르세요.|唇をタップし続けて♪
1376|추가 준비 중|準備中
1377|SP 100%|SG 100%
1378|★|★
1379|배치\n가능|配置\n可能
1380|등급|グレード
1381|가챠|ガチャ
1382|용병을 고용한 경우\n반복전투를 진행할 수 없습니다.\n\n반복전투를 해제하시겠습니까?|傭兵を雇用した状態では、ループプレイは行えません。
1383|최대 탄약 보유량이 초과되어 탄약 {0}개가 사라집니다.\n정말 사용하시겠습니까?|弾薬の最大保有上限数(9999個)を超過します。\nその場合弾薬{0}個が消失しますが、よろしいですか？
1384|최대 보유량을 초과하여 더 이상 사용할 수 없습니다.|弾薬の最大保有上限数(9999個)を超過するため使用できません。
1385|월드맵|ワールドマップ
1501|결투장에서 획득 가능한 승점으로\n골드와 훈련티켓 뿐만 아니라\n결투장 코인 및 공용훈장까지도 획득할 수 있습니다.|※アリーナ※\nアリーナで一定のポイントを獲得すると、様々なアイテムやアリーナコインが報酬で貰えます。\n\n※アリーナコイン※\nアリーナ専用の交換所でパイロットメダルやユニット強化材料などと交換できます。
1502|공용훈장을 보유하고 있으면\n사령부에서 원하는 파일럿의 훈장으로 전환할 수 있습니다.|※共用メダル※\n共用メダルは各階級ごとに存在し、階級が一致していれば任意のパイロットメダルへと変換が可能です。
1503|요일 전장은 데미지 상승효과가(150%) 있는\n 파일럿을 사용하는 것이 공략의 핵심입니다!|※スキル開放※\nパイロット獲得後、スキルを開放するためには、ユニットをアップグレードする必要があります。\n\n※ユニットグレード※\nユニットグレードはフレームやユニット名の色で見分けが可能で、ブルーまで強化するとすべてのスキルが使用できます。\nパープル > ブルー > グリーン > グレー
1504|유닛을 블루 단계까지 강화하면\n모든 스킬을 사용할 수 있습니다.|※予備部隊※\n予備部隊は5部隊まで編成が可能で、事前に編成しておくことで出撃部隊としてすぐに変更が可能です。
1505|사령부에서 예비 부대를 설정해 놓으면\n좀 더 편하게 부대를 변경할 수 있습니다.|※シナリオ※\nパイロットを育成させると、パイロット専用のシナリオが開放されます。\n\n※シナリオ開放条件※\nシナリオ1:パイロット階級★3\nシナリオ2:好感度レベル3\nシナリオ3:好感度レベル6
1506|일일미션과 업적을 완료하다 보면\n추가로 파일럿의 훈장을 획득할 수 있습니다.|※ボスステージ※\nワールドマップのエリア5、10、15、20ステージでは、該当のパイロットメダルを獲得する事ができます。
1507|각 월드에 배치된 5, 10, 15, 20 지역은\n확률에 따라 파일럿 훈장을 획득할 수 있는 곳입니다.|※ワールドマップ※\nワールドマップ各エリアの全ステージで★を3個獲得するとパイロットが獲得できます。
1508|각 월드맵의 모든 지역을 3성급으로 클리어하면\n키스를 통해 파일럿을 획득할 수 있습니다.|※機動力※\n戦闘では機動力の高い部隊が先制攻撃することができ、以降は敵味方交互に攻撃を行います。\n\n※デスマッチ※\nデスマッチでは、先発部隊の機動力が高いほど多くのステージをスキップできます。
1509|전투에서는 기동력이 더 높은 부대가\n먼저 공격합니다. 기동력은 연합 버프와\n호감도 개방을 통해 올릴 수 있습니다.|※部隊編成※\nユニットを配置する際には、味方や相手のスキル範囲を確認し、ユニットを戦略的に配置しましょう。\nスキル範囲は戦闘準備画面左上に表示されるスキルアイコンを選択すると、確認できます。
1510|각 유닛의 스킬 범위를 확인하면\n좀 더 유리한 진형을 짤 수 있습니다.|※デイリー戦場※\n戦場に適正のあるパイロットのみ出撃させることができます。\n\n※デイリー戦場開放スケジュール※\n月・木・日:攻撃タイプステージ\n火・金・日:防御タイプステージ\n水・土・日:支援タイプステージ
1511|このゲームでは音声が再生されます。音量にご注意ください。|このゲームでは音声が再生されます。音量にご注意ください。
1601|※アリーナ※\nアリーナで一定のポイントを獲得すると、様々なアイテムやアリーナコインが報酬で貰えます。\n\n※アリーナコイン※\nアリーナ専用の交換所でパイロットメダルやユニット強化材料などと交換できます。|アリーナで獲得したコインを消費し、\nパイロットメダルや強化素材などが\n交換できます。
1602|공용훈장을 보유하고 있으면\n사령부에서 원하는 파일럿의 훈장으로 전환할 수 있습니다.|共用メダルは各階級ごとに存在し、\n階級が一致していれば任意のパイロットメダルへと変換が可能です。
1603|요일 전장은 데미지 상승효과가(150%) 있는\n 파일럿을 사용하는 것이 공략의 핵심입니다!|デイリー戦場では戦場に適正のある\nパイロットのみ出撃させることができます。
1604|유닛을 블루 단계까지 강화하면\n모든 스킬을 사용할 수 있습니다.|ユニットグレードをブルーまで強化すると\nすべてのスキルが使用できます。
1605|사령부에서 예비 부대를 설정해 놓으면\n좀 더 편하게 부대를 변경할 수 있습니다.|予備部隊を編成しておくと\nすぐに部隊を変更できます。
1606|일일미션과 업적을 완료하다 보면\n추가로 파일럿의 훈장을 획득할 수 있습니다.|デイリーミッションを完了すると\nワールドマップ掃討チケットが獲得できる事があります。
